sample,_study,EIF4A1,EIF4E,EIF4G1,EIF4EBP1,RPS6KB1,MYC,_sample_type,primary disease or tissue,OS,OS.time
TCGA-AO-A03V-01,TCGA,13.7054,10.3516,14.1135,8.8383,10.088,11.8164,Primary Tumor,Breast Invasive Carcinoma,0,1351
TCGA-24-0970-01,TCGA,13.7054,10.2813,15.0013,11.8106,10.2061,10.0951,Primary Tumor,Ovarian Serous Cystadenocarcinoma,1,354
TCGA-HT-8108-01,TCGA,13.7053,11.0445,13.153,9.1053,10.5416,11.053,Primary Tumor,Brain Lower Grade Glioma,0,76
TCGA-75-6205-01,TCGA,13.7051,11.4924,14.1377,10.9917,10.3749,12.4199,Primary Tumor,Lung Adenocarcinoma,1,
TCGA-ZB-A969-01,TCGA,13.7046,11.4595,14.1238,8.5856,10.9398,9.6956,Primary Tumor,Thymoma,0,1046
TCGA-55-6984-01,TCGA,13.7044,11.4462,14.5961,9.8613,9.7425,11.76,Primary Tumor,Lung Adenocarcinoma,1,760
TCGA-EM-A3SY-01,TCGA,13.704,11.3821,13.7221,7.5894,10.0232,8.7133,Primary Tumor,Thyroid Carcinoma,0,411
TCGA-FB-AAPP-01,TCGA,13.704,10.9843,13.5517,10.7069,9.2441,10.2612,Primary Tumor,Pancreatic Adenocarcinoma,1,485
TCGA-EI-6884-01,TCGA,13.7037,11.0579,14.5438,10.4483,9.9404,13.0526,Primary Tumor,Rectum Adenocarcinoma,0,328
TCGA-HC-8266-01,TCGA,13.7036,10.8492,13.7766,8.9671,10.285,11.1364,Primary Tumor,Prostate Adenocarcinoma,0,473
TCGA-DD-A119-11,TCGA,13.7033,10.6267,14.6475,9.5847,9.8217,12.4331,Solid Tissue Normal,Liver Hepatocellular Carcinoma,1,223
TCGA-EM-A22M-01,TCGA,13.7033,10.5978,13.7341,8.7739,9.8456,8.9788,Primary Tumor,Thyroid Carcinoma,0,442
TCGA-PL-A8LV-01,TCGA,13.7027,10.309,13.9557,10.9747,10.0693,12.1194,Primary Tumor,Breast Invasive Carcinoma,0,0
TCGA-DD-A1EH-01,TCGA,13.7026,10.906,13.9345,10.4631,10.3558,10.7447,Primary Tumor,Liver Hepatocellular Carcinoma,0,1495
TCGA-44-A47B-01,TCGA,13.7025,11.7379,14.194,8.8319,11.1163,9.7866,Primary Tumor,Lung Adenocarcinoma,0,287
TCGA-DU-A7TB-01,TCGA,13.7022,10.7207,12.7822,8.8211,10.4616,8.1425,Primary Tumor,Brain Lower Grade Glioma,0,1567
TCGA-E9-A1RI-01,TCGA,13.702,11.6848,13.4467,9.1162,11.7557,10.7578,Primary Tumor,Breast Invasive Carcinoma,0,1449
TCGA-FY-A3TY-01,TCGA,13.7011,11.0555,13.2974,8.2479,10.0734,11.151,Primary Tumor,Thyroid Carcinoma,0,709
TCGA-L5-A8NT-01,TCGA,13.701,10.533,14.2975,10.9843,11.381,12.0353,Primary Tumor,Esophageal Carcinoma,0,825
TCGA-AR-A2LQ-01,TCGA,13.7009,11.0734,14.0603,9.5738,10.492,12.2794,Primary Tumor,Breast Invasive Carcinoma,0,1233
TCGA-HW-7490-01,TCGA,13.7007,11.0877,12.8861,9.8328,10.5528,10.3444,Primary Tumor,Brain Lower Grade Glioma,0,1387
TCGA-BH-A0EA-01,TCGA,13.7005,10.3587,13.5093,8.7983,10.2095,11.6216,Primary Tumor,Breast Invasive Carcinoma,1,991
TCGA-FG-8186-01,TCGA,13.7004,11.3039,13.1133,9.2512,10.2184,11.077,Primary Tumor,Brain Lower Grade Glioma,0,487
TCGA-WB-A81I-01,TCGA,13.7004,10.8258,13.7213,8.4816,9.382,10.0233,Primary Tumor,Pheochromocytoma & Paraganglioma,0,679
TCGA-AQ-A1H3-01,TCGA,13.7001,11.2092,13.7094,9.3524,11.1927,11.2902,Primary Tumor,Breast Invasive Carcinoma,0,989
TCGA-KR-A7K8-01,TCGA,13.6998,9.4043,14.0029,11.37,9.8081,9.4945,Primary Tumor,Liver Hepatocellular Carcinoma,0,906
TCGA-AK-3434-01,TCGA,13.6996,10.5894,12.7805,10.5499,10.0738,10.4187,Primary Tumor,Kidney Clear Cell Carcinoma,0,2087
TCGA-V1-A8WN-01,TCGA,13.6995,11.318,14.3424,9.2771,10.6871,11.642,Primary Tumor,Prostate Adenocarcinoma,0,924
TCGA-DD-A39X-11,TCGA,13.6995,10.5569,13.7733,10.5715,9.7992,12.3896,Solid Tissue Normal,Liver Hepatocellular Carcinoma,1,1694
TCGA-EK-A2RL-01,TCGA,13.6991,11.4921,13.9591,10.731,10.2769,8.3335,Primary Tumor,Cervical & Endocervical Cancer,1,1453
TCGA-A8-A099-01,TCGA,13.6986,11.222,13.7648,8.8922,10.594,8.4122,Primary Tumor,Breast Invasive Carcinoma,0,304
TCGA-DJ-A3UQ-01,TCGA,13.6986,10.9765,13.842,8.1615,9.9664,9.2033,Primary Tumor,Thyroid Carcinoma,0,595
TCGA-BR-8058-01,TCGA,13.6985,10.0345,13.7963,10.3877,10.4419,11.6752,Primary Tumor,Stomach Adenocarcinoma,0,1133
TCGA-VR-AA4D-01,TCGA,13.6979,11.8213,13.4359,11.8193,11.8198,12.124,Primary Tumor,Esophageal Carcinoma,1,1405
TCGA-IM-A420-01,TCGA,13.6979,11.026,13.6237,8.6398,9.8312,8.9136,Primary Tumor,Thyroid Carcinoma,0,250
TCGA-ZJ-AAXD-01,TCGA,13.6979,10.0187,14.1114,11.3607,9.8681,12.9706,Primary Tumor,Cervical & Endocervical Cancer,0,0
TCGA-N5-A59E-01,TCGA,13.6978,10.2479,14.0591,11.0342,10.0927,8.6115,Primary Tumor,Uterine Carcinosarcoma,1,447
TCGA-B8-A54E-01,TCGA,13.6977,11.2672,13.4716,9.165,10.7049,6.0971,Primary Tumor,Kidney Clear Cell Carcinoma,0,909
TCGA-AA-3496-11,TCGA,13.6974,11.3048,13.0955,9.3483,9.613,10.6985,Solid Tissue Normal,Colon Adenocarcinoma,0,31
TCGA-5P-A9KA-01,TCGA,13.6974,10.4188,13.7195,8.8691,9.8993,10.861,Primary Tumor,Kidney Papillary Cell Carcinoma,0,395
TCGA-N8-A4PN-01,TCGA,13.6972,11.0052,14.7409,9.9534,10.6979,11.9582,Primary Tumor,Uterine Carcinosarcoma,0,812
TCGA-E2-A106-01,TCGA,13.6967,10.7695,14.1405,10.0681,10.6036,11.751,Primary Tumor,Breast Invasive Carcinoma,0,2541
TCGA-E2-A15I-11,TCGA,13.6966,10.8353,12.8452,10.7473,11.0145,12.9769,Solid Tissue Normal,Breast Invasive Carcinoma,0,1692
TCGA-VM-A8C8-01,TCGA,13.6965,11.0841,13.3054,9.0215,10.0471,9.9149,Primary Tumor,Brain Lower Grade Glioma,0,1397
TCGA-IB-AAUQ-01,TCGA,13.6965,10.4709,13.4863,10.1892,10.0139,11.1229,Primary Tumor,Pancreatic Adenocarcinoma,1,183
TCGA-QT-A5XK-01,TCGA,13.6964,11.1878,12.8608,8.8795,10.0792,8.9114,Primary Tumor,Pheochromocytoma & Paraganglioma,0,211
TCGA-DJ-A4V5-01,TCGA,13.6961,10.9007,13.5656,8.7158,9.8891,9.7602,Primary Tumor,Thyroid Carcinoma,0,1076
TCGA-75-7030-01,TCGA,13.6958,10.7763,13.6502,9.4936,9.9717,11.1223,Primary Tumor,Lung Adenocarcinoma,0,
TCGA-WB-A81H-01,TCGA,13.6955,10.7593,13.3802,8.5551,9.9833,11.6354,Primary Tumor,Pheochromocytoma & Paraganglioma,0,1946
TCGA-QR-A6GZ-01,TCGA,13.6955,10.7204,12.9924,10.9754,9.1825,9.0545,Primary Tumor,Pheochromocytoma & Paraganglioma,0,928
TCGA-49-AAR9-01,TCGA,13.6954,12.1513,14.4083,10.6812,10.3623,10.1582,Primary Tumor,Lung Adenocarcinoma,1,260
TCGA-OR-A5L5-01,TCGA,13.6952,10.4756,13.3179,9.2392,9.971,8.8194,Primary Tumor,Adrenocortical Cancer,0,1317
TCGA-KR-A7K2-01,TCGA,13.6952,10.16,13.5704,10.2975,9.469,8.6706,Primary Tumor,Liver Hepatocellular Carcinoma,0,829
TCGA-GM-A2DI-01,TCGA,13.6949,10.6787,13.5169,8.8982,10.1987,11.8171,Primary Tumor,Breast Invasive Carcinoma,0,2590
TCGA-CJ-5682-01,TCGA,13.6946,10.6733,12.8095,10.89,9.8769,10.4482,Primary Tumor,Kidney Clear Cell Carcinoma,0,3736
TCGA-AA-3531-11,TCGA,13.6945,11.3963,13.8598,8.9491,9.524,10.3058,Solid Tissue Normal,Colon Adenocarcinoma,0,1035
TCGA-EL-A3T7-01,TCGA,13.6944,11.0169,13.7919,7.3588,9.939,9.2192,Primary Tumor,Thyroid Carcinoma,0,1256
TCGA-WB-A819-01,TCGA,13.6942,11.4139,12.8982,9.1948,9.4896,8.7413,Primary Tumor,Pheochromocytoma & Paraganglioma,0,1031
TCGA-A4-A4ZT-01,TCGA,13.6942,10.2136,13.8221,8.1253,10.0935,10.1237,Primary Tumor,Kidney Papillary Cell Carcinoma,0,516
TCGA-P5-A5EV-01,TCGA,13.6937,10.9064,13.1494,9.2343,10.0854,11.0248,Primary Tumor,Brain Lower Grade Glioma,0,7
TCGA-D8-A1JC-01,TCGA,13.6935,12.176,14.2267,11.7597,11.2614,10.9334,Primary Tumor,Breast Invasive Carcinoma,0,480
TCGA-CJ-4642-01,TCGA,13.6934,11.517,12.682,11.1364,9.6954,10.6033,Primary Tumor,Kidney Clear Cell Carcinoma,0,3205
TCGA-E9-A1R7-11,TCGA,13.6934,10.9373,13.5081,8.893,11.0746,10.6346,Solid Tissue Normal,Breast Invasive Carcinoma,0,1467
TCGA-DX-AB2O-01,TCGA,13.6933,10.0311,13.748,10.6326,10.0181,12.3898,Primary Tumor,Sarcoma,0,2619
TCGA-A8-A093-01,TCGA,13.6932,10.5405,14.0462,9.0758,10.6479,10.9336,Primary Tumor,Breast Invasive Carcinoma,0,546
TCGA-C5-A7X8-01,TCGA,13.6932,10.3113,13.6413,11.6071,9.5891,9.0444,Primary Tumor,Cervical & Endocervical Cancer,0,83
TCGA-98-A53A-01,TCGA,13.6931,11.5875,15.3747,11.9565,10.9288,10.2534,Primary Tumor,Lung Squamous Cell Carcinoma,1,552
TCGA-HE-7130-01,TCGA,13.693,11.863,15.0634,9.7014,10.807,11.319,Primary Tumor,Kidney Papillary Cell Carcinoma,0,1770
TCGA-BL-A0C8-01,TCGA,13.6926,11.4536,13.742,8.84912,11.2462,8.15893,Primary Tumor,Bladder Urothelial Carcinoma,0,1219
TCGA-RX-A8JQ-01,TCGA,13.6924,11.0862,13.9153,8.2042,9.7478,9.6988,Primary Tumor,Pheochromocytoma & Paraganglioma,0,611
TCGA-FL-A1YV-11,TCGA,13.6923,10.9784,12.835,9.0095,10.3168,11.8512,Solid Tissue Normal,Uterine Corpus Endometrioid Carcinoma,,
TCGA-G9-6351-11,TCGA,13.6921,11.1223,13.7875,9.6677,10.0223,9.9646,Solid Tissue Normal,Prostate Adenocarcinoma,0,2048
TCGA-EP-A26S-11,TCGA,13.6919,10.6707,13.8881,10.7705,9.4725,10.5179,Solid Tissue Normal,Liver Hepatocellular Carcinoma,0,608
TCGA-BC-A10R-01,TCGA,13.6918,11.7205,14.4435,9.9839,9.0757,9.8778,Primary Tumor,Liver Hepatocellular Carcinoma,1,308
TCGA-HW-7491-01,TCGA,13.6916,10.3198,13.2908,9.4247,10.6549,10.7303,Primary Tumor,Brain Lower Grade Glioma,0,2078
TCGA-HT-A4DS-01,TCGA,13.6915,10.4322,13.2401,10.6404,9.3402,8.8406,Primary Tumor,Brain Lower Grade Glioma,0,7
TCGA-Y8-A896-01,TCGA,13.6915,10.3613,13.2454,9.8114,9.9323,9.2907,Primary Tumor,Kidney Papillary Cell Carcinoma,0,567
TCGA-LN-A4A9-01,TCGA,13.6913,12.0649,14.2961,12.3987,11.2188,13.0238,Primary Tumor,Esophageal Carcinoma,1,351
TCGA-DE-A4MD-06,TCGA,13.6913,10.7782,13.6079,9.6771,9.8238,11.755,Metastatic,Thyroid Carcinoma,0,764
TCGA-G4-6311-01,TCGA,13.6911,11.3691,14.3008,11.28,10.0742,13.7855,Primary Tumor,Colon Adenocarcinoma,0,1199
TCGA-B0-5712-11,TCGA,13.6909,11.2059,13.3763,8.3928,10.2126,12.4832,Solid Tissue Normal,Kidney Clear Cell Carcinoma,0,2722
TCGA-44-2665-01,TCGA,13.6904,11.8775,13.3362,9.89361,11.2713,10.8992,Primary Tumor,Lung Adenocarcinoma,0,1301
TCGA-DD-AAVY-01,TCGA,13.6899,9.9071,14.1657,8.9665,9.3709,11.4378,Primary Tumor,Liver Hepatocellular Carcinoma,0,1970
TCGA-B8-5552-11,TCGA,13.6894,12.1777,13.2451,7.9559,10.916,10.7487,Solid Tissue Normal,Kidney Clear Cell Carcinoma,0,1046
TCGA-VQ-A8P8-01,TCGA,13.6894,11.1472,13.9549,10.5064,10.2492,10.8416,Primary Tumor,Stomach Adenocarcinoma,0,942
TCGA-EL-A3MX-01,TCGA,13.6894,11.0066,12.9134,8.8189,10.2107,9.6283,Primary Tumor,Thyroid Carcinoma,1,1753
TCGA-DD-A116-01,TCGA,13.6892,9.6959,13.6876,10.9333,9.097,11.5032,Primary Tumor,Liver Hepatocellular Carcinoma,1,1622
TCGA-GD-A3OP-01,TCGA,13.6891,10.9486,13.64,9.4256,10.615,9.7323,Primary Tumor,Bladder Urothelial Carcinoma,0,64
TCGA-A6-5665-11,TCGA,13.6888,11.5328,13.7749,9.1304,9.6916,10.9031,Solid Tissue Normal,Colon Adenocarcinoma,0,671
TCGA-2L-AAQE-01,TCGA,13.6885,10.3608,13.8583,9.6679,9.8371,10.875,Primary Tumor,Pancreatic Adenocarcinoma,1,684
TCGA-ED-A8O6-01,TCGA,13.6879,11.3614,13.7543,10.6656,9.9344,12.4306,Primary Tumor,Liver Hepatocellular Carcinoma,1,56
TCGA-MI-A75I-01,TCGA,13.6874,10.8382,14.0676,12.8783,10.2088,11.1164,Primary Tumor,Liver Hepatocellular Carcinoma,0,630
TCGA-HF-7133-01,TCGA,13.6874,10.2021,14.2292,10.7214,10.3644,11.0894,Primary Tumor,Stomach Adenocarcinoma,0,1918
TCGA-L5-A4OX-01,TCGA,13.6871,10.9981,13.9673,9.8628,10.9153,12.6912,Primary Tumor,Esophageal Carcinoma,1,226
TCGA-OR-A5LA-01,TCGA,13.687,11.3692,13.143,9.5685,9.6979,7.6308,Primary Tumor,Adrenocortical Cancer,0,719
TCGA-FP-8211-01,TCGA,13.6868,11.0446,14.4868,11.6918,9.541,11.9737,Primary Tumor,Stomach Adenocarcinoma,0,413
TCGA-86-8075-01,TCGA,13.6868,10.9306,14.6138,10.254,10.7623,10.277,Primary Tumor,Lung Adenocarcinoma,1,694
TCGA-BC-A10X-11,TCGA,13.6866,11.1084,14.2316,10.0821,10.3175,11.0622,Solid Tissue Normal,Liver Hepatocellular Carcinoma,1,770
TCGA-VS-A94Y-01,TCGA,13.6866,10.6098,14.6785,10.7342,10.2205,10.7938,Primary Tumor,Cervical & Endocervical Cancer,1,144
TCGA-AR-A0TP-01,TCGA,13.6865,10.2912,13.9031,10.0876,9.8976,11.632,Primary Tumor,Breast Invasive Carcinoma,0,4275
TCGA-J8-A3YF-01,TCGA,13.6864,11.015,13.6563,8.9247,9.7838,9.5601,Primary Tumor,Thyroid Carcinoma,0,751
TCGA-B8-4622-11,TCGA,13.6863,11.1834,12.7101,8.6126,9.9696,9.6271,Solid Tissue Normal,Kidney Clear Cell Carcinoma,0,1525
TCGA-FB-A545-01,TCGA,13.6862,10.7646,13.5191,11.1713,9.589,11.1013,Primary Tumor,Pancreatic Adenocarcinoma,1,732
TCGA-77-7338-11,TCGA,13.6861,11.0813,12.9887,8.7995,10.1757,12.2302,Solid Tissue Normal,Lung Squamous Cell Carcinoma,1,5
TCGA-V1-A9OT-01,TCGA,13.6859,10.2878,12.5754,11.9131,10.4344,10.8616,Primary Tumor,Prostate Adenocarcinoma,0,476
TCGA-A7-A4SA-01,TCGA,13.6856,11.0315,13.3855,9.742,10.5175,11.2261,Primary Tumor,Breast Invasive Carcinoma,0,454
TCGA-A3-A8OW-01,TCGA,13.6855,10.6942,13.382,9.6671,10.2915,10.9663,Primary Tumor,Kidney Clear Cell Carcinoma,0,323
TCGA-77-7142-11,TCGA,13.6851,10.9534,13.0448,8.6022,10.353,11.5666,Solid Tissue Normal,Lung Squamous Cell Carcinoma,0,2227
TCGA-P5-A737-01,TCGA,13.6849,10.6436,13.3542,10.1943,10.1251,12.3969,Primary Tumor,Brain Lower Grade Glioma,0,372
TCGA-BP-4790-01,TCGA,13.6849,10.5528,12.8748,8.7032,10.4437,11.0399,Primary Tumor,Kidney Clear Cell Carcinoma,1,1111
TCGA-KN-8437-11,TCGA,13.6848,10.8713,13.4904,8.6707,10.1629,11.5778,Solid Tissue Normal,Kidney Chromophobe,0,3068
TCGA-EM-A2P2-01,TCGA,13.6847,11.2441,13.5847,6.8188,9.9563,9.078,Primary Tumor,Thyroid Carcinoma,0,526
TCGA-AR-A2LL-01,TCGA,13.6843,11.5001,14.1056,9.3471,11.2191,12.1292,Primary Tumor,Breast Invasive Carcinoma,0,2012
TCGA-BH-A0EE-01,TCGA,13.684,11.8132,13.8108,11.1755,9.7979,9.3794,Primary Tumor,Breast Invasive Carcinoma,0,943
TCGA-EW-A1J3-01,TCGA,13.6838,11.9018,12.7709,8.8827,11.0047,10.9147,Primary Tumor,Breast Invasive Carcinoma,0,504
TCGA-DT-5265-01,TCGA,13.6837,11.5004,12.9479,11.2815,9.1009,11.3777,Primary Tumor,Rectum Adenocarcinoma,0,384
TCGA-DB-A4XA-01,TCGA,13.6837,10.5111,13.0152,9.9139,9.879,11.4834,Primary Tumor,Brain Lower Grade Glioma,0,573
TCGA-HZ-A4BK-01,TCGA,13.6836,10.5392,13.6807,10.3363,10.188,11.2939,Primary Tumor,Pancreatic Adenocarcinoma,0,657
TCGA-EW-A1P5-01,TCGA,13.6835,11.1272,14.2377,9.8098,10.5004,10.0224,Primary Tumor,Breast Invasive Carcinoma,0,703
TCGA-WB-A81V-01,TCGA,13.6833,11.1558,13.5559,9.3164,9.6548,8.2784,Primary Tumor,Pheochromocytoma & Paraganglioma,0,2161
TCGA-BR-A453-01,TCGA,13.6832,10.9067,13.4107,10.519,10.4149,12.8381,Primary Tumor,Stomach Adenocarcinoma,1,185
TCGA-OR-A5LS-01,TCGA,13.6826,11.7546,14.5356,7.2868,10.1094,8.7332,Primary Tumor,Adrenocortical Cancer,0,1096
TCGA-DE-A4MB-01,TCGA,13.6823,10.93,13.6974,8.3502,9.6775,10.6094,Primary Tumor,Thyroid Carcinoma,0,352
TCGA-A6-2671-11,TCGA,13.6821,10.9387,13.7946,9.9815,9.5379,11.7964,Solid Tissue Normal,Colon Adenocarcinoma,1,1331
TCGA-E2-A1L8-01,TCGA,13.6819,10.9284,12.6865,9.4232,10.9321,11.3114,Primary Tumor,Breast Invasive Carcinoma,0,2240
TCGA-KL-8324-11,TCGA,13.6817,11.078,13.4937,8.962,9.6792,11.1321,Solid Tissue Normal,Kidney Chromophobe,0,4676
TCGA-E8-A419-01,TCGA,13.6815,10.9982,13.562,8.5764,9.9709,8.5062,Primary Tumor,Thyroid Carcinoma,0,774
TCGA-FP-A9TM-01,TCGA,13.6814,11.0753,14.2652,11.3206,10.7086,12.6483,Primary Tumor,Stomach Adenocarcinoma,0,189
TCGA-WB-A81K-01,TCGA,13.6809,11.1355,13.58,10.055,9.8263,8.815,Primary Tumor,Pheochromocytoma & Paraganglioma,0,1218
TCGA-24-1104-01,TCGA,13.6806,10.3736,14.4496,10.9285,10.0732,12.4491,Primary Tumor,Ovarian Serous Cystadenocarcinoma,1,1933
TCGA-L5-A8NL-01,TCGA,13.6805,10.8426,14.4954,10.4861,12.3182,12.0395,Primary Tumor,Esophageal Carcinoma,0,402
TCGA-55-6970-11,TCGA,13.6802,10.895,13.386,8.392,10.218,11.0521,Solid Tissue Normal,Lung Adenocarcinoma,1,464
TCGA-FD-A5BV-01,TCGA,13.6799,11.3722,13.835,11.5069,10.2008,10.8521,Primary Tumor,Bladder Urothelial Carcinoma,1,163
TCGA-Y8-A897-01,TCGA,13.6799,10.6521,13.5564,9.0638,9.5041,10.7995,Primary Tumor,Kidney Papillary Cell Carcinoma,0,549
TCGA-BH-A0E9-01,TCGA,13.6793,10.5619,13.8427,9.0248,10.3139,11.824,Primary Tumor,Breast Invasive Carcinoma,0,2489
TCGA-HT-7695-01,TCGA,13.6792,11.3413,13.1568,8.5396,10.4332,10.8891,Primary Tumor,Brain Lower Grade Glioma,0,442
TCGA-VQ-A8PC-01,TCGA,13.6792,10.9945,14.2972,10.7649,11.0399,12.7356,Primary Tumor,Stomach Adenocarcinoma,1,1407
TCGA-DU-7290-01,TCGA,13.6789,11.5378,13.223,8.8662,10.0558,9.6072,Primary Tumor,Brain Lower Grade Glioma,1,315
TCGA-77-8136-01,TCGA,13.6784,10.5212,14.8224,11.2309,10.5418,10.7313,Primary Tumor,Lung Squamous Cell Carcinoma,1,1189
TCGA-HT-7482-01,TCGA,13.6777,11.1216,12.9782,9.6265,10.4129,11.4335,Primary Tumor,Brain Lower Grade Glioma,0,3253
TCGA-EI-6514-01,TCGA,13.6773,11.0296,13.7163,9.5794,10.1086,12.6668,Primary Tumor,Rectum Adenocarcinoma,0,496
TCGA-ZP-A9D2-01,TCGA,13.6767,10.3451,14.5927,10.1532,10.7044,9.583,Primary Tumor,Liver Hepatocellular Carcinoma,1,765
TCGA-DV-A4W0-05,TCGA,13.6766,10.9703,13.4526,8.4982,10.5059,11.9149,Additional - New Primary,Kidney Clear Cell Carcinoma,0,2470
TCGA-BQ-7046-11,TCGA,13.6763,11.1642,13.5641,8.866,9.7753,9.7123,Solid Tissue Normal,Kidney Papillary Cell Carcinoma,0,2948
TCGA-C5-A1M5-01,TCGA,13.6758,11.454,14.6376,11.3217,10.7062,12.1193,Primary Tumor,Cervical & Endocervical Cancer,1,2052
TCGA-VQ-AA6K-01,TCGA,13.6758,11.1033,14.6127,10.3664,10.4858,11.6465,Primary Tumor,Stomach Adenocarcinoma,1,378
TCGA-ED-A4XI-01,TCGA,13.6758,9.9029,14.4845,9.3297,9.62,10.2475,Primary Tumor,Liver Hepatocellular Carcinoma,0,819
TCGA-GU-AATP-01,TCGA,13.6755,10.5506,13.1344,11.4068,10.1449,7.5818,Primary Tumor,Bladder Urothelial Carcinoma,0,1003
TCGA-OR-A5JK-01,TCGA,13.6751,11.0317,13.0411,9.4855,9.6365,9.7343,Primary Tumor,Adrenocortical Cancer,0,1497
TCGA-61-2008-02,TCGA,13.6751,9.4721,14.6544,10.6833,10.4949,11.6943,Recurrent Tumor,Ovarian Serous Cystadenocarcinoma,0,932
TCGA-DB-A4XE-01,TCGA,13.675,10.7735,13.0735,9.4738,10.1009,11.464,Primary Tumor,Brain Lower Grade Glioma,0,1139
TCGA-QR-A7IP-01,TCGA,13.6748,11.5965,13.4218,9.6969,10.4598,8.8347,Primary Tumor,Pheochromocytoma & Paraganglioma,0,546
TCGA-ET-A25K-01,TCGA,13.6743,10.8559,13.6107,7.3517,9.9759,10.2579,Primary Tumor,Thyroid Carcinoma,0,2142
TCGA-E2-A1LA-01,TCGA,13.6743,10.7392,13.619,9.9575,11.4316,12.6039,Primary Tumor,Breast Invasive Carcinoma,0,748
TCGA-J8-A3YG-01,TCGA,13.6741,11.2077,13.8675,8.3937,10.2168,9.1725,Primary Tumor,Thyroid Carcinoma,0,678
TCGA-CV-7406-01,TCGA,13.6738,10.5505,15.2655,11.3957,10.4122,11.9845,Primary Tumor,Head & Neck Squamous Cell Carcinoma,1,1748
TCGA-DB-A64V-01,TCGA,13.6727,10.7397,13.0869,9.803,9.8286,10.6852,Primary Tumor,Brain Lower Grade Glioma,0,889
TCGA-S7-A7WT-01,TCGA,13.6725,11.1594,13.6561,7.354,10.104,10.898,Primary Tumor,Pheochromocytoma & Paraganglioma,0,1301
TCGA-FV-A23B-11,TCGA,13.6721,10.4743,13.9452,9.6061,9.7353,12.1434,Solid Tissue Normal,Liver Hepatocellular Carcinoma,1,1852
TCGA-QR-A70U-01,TCGA,13.672,11.1486,12.6532,8.7355,9.6793,9.2028,Primary Tumor,Pheochromocytoma & Paraganglioma,0,1473
TCGA-C8-A26V-01,TCGA,13.6719,11.7289,14.9329,10.3993,10.6568,9.4739,Primary Tumor,Breast Invasive Carcinoma,0,616
TCGA-Q3-AA2A-01,TCGA,13.6718,10.7228,13.2165,10.4136,10.32,10.3463,Primary Tumor,Pancreatic Adenocarcinoma,0,95
TCGA-DJ-A3UO-01,TCGA,13.6716,11.0689,13.6981,7.6671,9.7775,10.0144,Primary Tumor,Thyroid Carcinoma,0,957
TCGA-BR-6710-01,TCGA,13.6711,10.7021,13.9449,11.3766,10.4604,10.874,Primary Tumor,Stomach Adenocarcinoma,0,273
TCGA-BJ-A28Z-01,TCGA,13.6709,10.729,13.6751,8.4355,9.721,10.5842,Primary Tumor,Thyroid Carcinoma,0,337
TCGA-OR-A5JL-01,TCGA,13.6706,12.3612,14.1094,7.9299,10.2873,8.7585,Primary Tumor,Adrenocortical Cancer,0,2056
TCGA-AN-A0FL-01,TCGA,13.6705,12.3322,14.1615,12.3693,9.1193,11.2438,Primary Tumor,Breast Invasive Carcinoma,0,231
TCGA-75-6206-01,TCGA,13.6703,10.7763,14.0422,8.318,9.7394,10.502,Primary Tumor,Lung Adenocarcinoma,0,2590
TCGA-G3-A5SM-01,TCGA,13.6703,9.8515,14.3704,10.739,9.403,10.1765,Primary Tumor,Liver Hepatocellular Carcinoma,0,520
TCGA-E2-A14S-01,TCGA,13.6699,11.9971,13.6261,8.4392,10.6903,11.6616,Primary Tumor,Breast Invasive Carcinoma,0,1009
TCGA-VT-A80G-01,TCGA,13.6697,11.2098,13.2515,10.5268,9.7075,12.3162,Primary Tumor,Sarcoma,0,326
TCGA-RD-A8N1-01,TCGA,13.6695,9.929,14.7953,11.765,10.1445,12.3203,Primary Tumor,Stomach Adenocarcinoma,0,3519
TCGA-CS-6667-01,TCGA,13.6694,10.7353,12.899,9.0624,10.7382,10.7048,Primary Tumor,Brain Lower Grade Glioma,0,1469
TCGA-G7-6797-01,TCGA,13.6694,10.3251,13.6046,8.1466,9.8735,9.0831,Primary Tumor,Kidney Papillary Cell Carcinoma,0,765
TCGA-VS-A9UC-01,TCGA,13.6691,10.7081,14.2458,10.2909,10.0005,10.9844,Primary Tumor,Cervical & Endocervical Cancer,0,825
TCGA-E1-A7YN-01,TCGA,13.6685,11.0887,13.5279,8.8444,10.1037,8.8783,Primary Tumor,Brain Lower Grade Glioma,1,727
TCGA-CW-5583-01,TCGA,13.6678,10.4895,13.3117,9.3756,10.3671,10.8755,Primary Tumor,Kidney Clear Cell Carcinoma,0,2489
TCGA-DU-7011-01,TCGA,13.6672,11.4346,13.0008,8.6674,10.4257,10.6027,Primary Tumor,Brain Lower Grade Glioma,1,3200
TCGA-55-8513-01,TCGA,13.6672,10.5002,13.7919,9.0355,9.6357,11.0606,Primary Tumor,Lung Adenocarcinoma,0,791
TCGA-FE-A3PB-01,TCGA,13.6662,11.2258,13.3227,8.9941,10.0402,10.1203,Primary Tumor,Thyroid Carcinoma,0,2590
TCGA-OR-A5L3-01,TCGA,13.666,10.0167,13.0295,9.0983,10.205,8.383,Primary Tumor,Adrenocortical Cancer,0,4628
TCGA-VS-A9UQ-01,TCGA,13.6658,11.0368,14.8307,9.3974,10.1017,8.9807,Primary Tumor,Cervical & Endocervical Cancer,0,1263
TCGA-86-8278-01,TCGA,13.6656,11.8148,15.0227,9.9916,10.7359,10.9913,Primary Tumor,Lung Adenocarcinoma,0,944
